pl_name,hostname,sy_snum,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,sy_gaiamag
K2-284 b,K2-284,1,1,0,4.79506900,0.047710,2.780,0.248,8.15000,0.02560,M-R relationship,0.078000,42.60,653,0,,4140.00,0.61,0.63,0.000,[Fe/H],-1.013,4.67,0.120,3.91000,3.5400,8.88,16.96,12.8598000
K2-285 b,K2-285,1,4,0,3.47174500,0.038170,2.590,0.231,9.68000,0.03046,Mass,0.000000,234.31,1089,0,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,,15.88,11.8040000
K2-285 c,K2-285,1,4,0,7.13804800,0.082400,3.530,0.315,15.68000,0.04933,Mass,0.000000,50.35,741,0,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,,15.88,11.8040000
K2-285 d,K2-285,1,4,0,10.45582000,0.117800,2.480,0.221,6.50000,0.02045,Mass,0.000000,24.61,620,0,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,,15.88,11.8040000
K2-285 e,K2-285,1,4,0,14.76289000,0.180410,1.950,0.174,10.70000,0.03367,Mass,0.000000,10.50,501,0,K2 V,4975.00,0.79,0.83,0.000,[Fe/H],-0.422,4.40,,2.51200,3.9000,,15.88,11.8040000
K2-286 b,K2-286,1,1,0,27.35900000,0.176800,2.100,0.187,5.06000,0.01590,M-R relationship,,,347,0,M0 V,3926.00,0.62,0.64,0.000,[Fe/H],-1.046,4.70,,3.41329,,23.80,-17.41,12.1652000
K2-287 b,K2-287,1,1,0,14.89329100,0.120600,9.494,0.847,100.11645,0.31500,Mass,0.478000,,804,0,,5695.00,1.07,1.06,0.200,[Fe/H],-0.108,4.40,4.500,1.21700,3.2000,,32.93,11.0670000
K2-289 b,K2-289,1,1,0,13.15696900,0.107000,9.100,0.812,61.00000,0.19200,M-R relationship,,,753,0,,5529.00,1.02,0.95,0.162,[Fe/H],-0.505,4.39,,1.24000,,,,13.7943000
K2-291 b,K2-291,1,1,0,2.22517700,0.032610,1.589,0.142,6.49000,0.02042,Mass,0.000000,633.00,,0,,5520.00,0.90,0.93,0.080,[Fe/H],-0.166,4.50,3.720,1.77000,2.0000,,25.13,9.8663900
K2-292 b,K2-292,1,1,0,16.98410000,0.130000,2.630,0.235,24.50000,0.07709,Mass,0.040000,67.00,795,0,G3 V,5725.00,1.09,1.00,0.070,[Fe/H],0.093,4.33,6.800,1.14000,4.6000,,-28.18,9.7559700
K2-293 b,K2-293,1,1,0,13.12250000,,2.450,0.219,6.57000,0.02070,M-R relationship,,,750,0,,5532.00,0.95,0.96,0.218,[M/H],-0.180,4.52,,1.68821,,,,13.1611000
K2-294 b,K2-294,1,1,0,2.50387000,,1.660,0.148,3.39000,0.01070,M-R relationship,,,1425,0,,5612.00,1.20,0.99,0.194,[M/H],0.088,4.20,,0.89260,,,42.93,12.3700000
K2-295 b,K2-295,1,1,0,4.02486700,0.045100,10.054,0.897,106.47305,0.33500,Mass,0.000000,,852,0,K5 V,4444.00,0.70,0.74,0.140,[Fe/H],-0.716,4.63,,3.04300,2.2000,,-16.62,13.5184000
K2-3 b,K2-3,1,3,0,10.05462600,0.074000,1.980,0.177,6.48000,0.02039,Mass,0.000000,5.80,504,0,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,40.00,30.48,11.4785000
K2-3 c,K2-3,1,3,0,24.64658200,0.134500,1.560,0.139,2.14000,0.00673,Mass,0.000000,1.77,374,0,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,40.00,30.48,11.4785000
K2-3 d,K2-3,1,3,0,44.55646000,0.209700,1.530,0.136,2.80000,0.00881,Mass,0.000000,0.80,282,0,M0.0&plusmn0.5 V,3896.00,0.56,0.60,-0.320,[Fe/H],-1.150,4.73,1.000,5.05000,,40.00,30.48,11.4785000
K2-30 b,K2-30,1,1,0,4.09850300,0.048390,11.646,1.039,184.02357,0.57900,Mass,0.000000,299.00,1092,0,G6 V,5425.00,0.84,0.90,-0.150,[Fe/H],-0.256,4.54,3.900,2.11000,1.4000,,35.43,13.2056000
K2-308 b,K2-308,1,1,0,3.38628000,,9.916,0.884,70.60000,0.22200,M-R relationship,,,,0,,6100.00,1.24,1.09,-0.100,[Fe/H],0.283,3.94,,,29.0000,,8.97,14.8949000
K2-315 b,K2-315,1,1,0,3.14431890,,0.950,0.085,0.80900,0.00254,M-R relationship,,7.45,460,0,M(3.5+/-0.5) V,3300.00,0.20,0.17,-0.240,[Fe/H],-2.387,5.09,1.000,32.60000,5.0000,,6.25,15.6791000
K2-316 b,K2-316,1,2,0,1.13300000,0.014700,1.330,0.119,2.33000,0.00733,M-R relationship,,,841,0,,3436.00,0.38,0.41,,,-1.830,4.89,,10.82654,,,,15.5140000
K2-316 c,K2-316,1,2,0,5.26000000,0.058200,1.830,0.163,4.01000,0.01260,M-R relationship,,,423,0,,3436.00,0.38,0.41,,,-1.830,4.89,,10.82654,,,,15.5140000
K2-317 b,K2-317,1,1,0,6.22000000,0.054200,2.930,0.261,8.91000,0.02800,M-R relationship,,,432,0,,3387.00,0.38,0.40,,,-1.871,4.88,,11.58286,,,,16.6387000
K2-318 b,K2-318,1,1,0,7.01000000,0.091100,1.660,0.148,3.39000,0.01070,M-R relationship,,,456,0,,3851.00,0.55,0.56,,,-1.277,4.70,,4.49344,,,,14.3967000
K2-319 b,K2-319,1,1,0,26.68000000,0.151600,2.790,0.249,8.20000,0.02580,M-R relationship,,,641,0,,5440.00,0.90,0.95,,,-0.237,4.51,,1.62082,,,8.64,11.9397000
K2-320 b,K2-320,1,1,0,1.99500000,0.014200,2.620,0.234,7.37000,0.02320,M-R relationship,,,698,0,,3157.00,0.30,0.12,,,-2.125,4.55,,16.90184,,,,16.3554000
K2-321 b,K2-321,1,1,0,2.29800000,0.041000,1.950,0.174,4.46000,0.01400,M-R relationship,,,701,0,,3855.00,0.58,0.60,,,-1.254,4.68,,3.97279,,,-43.90,12.8241000
K2-322 b,K2-322,1,1,0,8.20500000,0.059400,1.920,0.171,4.35000,0.01370,M-R relationship,,,635,0,,4141.00,0.60,0.63,,,-1.039,4.68,,3.57867,,,4.18,13.3108000
K2-323 b,K2-323,1,1,0,24.93000000,0.127500,2.100,0.187,5.06000,0.01590,M-R relationship,,,318,0,,3710.00,0.55,0.48,,,-1.339,4.63,,4.86477,,,,14.0693000
K2-324 b,K2-324,1,1,0,3.26200000,0.033100,2.430,0.217,6.48000,0.02040,M-R relationship,,,707,0,,3752.00,0.51,0.52,,,-1.333,4.74,,5.31375,,,,14.5172000
K2-325 b,K2-325,1,1,0,6.93000000,0.041900,2.200,0.196,5.48000,0.01720,M-R relationship,,,423,0,,3287.00,0.30,0.27,,,-2.048,4.84,,14.63907,,,,16.1370000
K2-326 b,K2-326,1,1,0,1.25600000,0.019800,2.280,0.203,5.82000,0.01830,M-R relationship,,,1114,0,,3924.00,0.69,0.51,,,-0.978,4.46,,2.80726,,,,15.0082000
K2-329 b,K2-329,1,1,0,12.45512250,0.101600,8.676,0.774,82.63580,0.26000,Mass,0.069700,45.70,650,0,,5282.00,0.82,0.90,0.098,[Fe/H],-0.325,4.57,1.800,2.30000,1.9000,,-19.25,12.4462000
K2-33 b,K2-33,1,1,0,5.42486500,0.040900,5.040,0.450,1175.97100,3.70000,Mass,0.000000,,850,0,M3.3,3540.00,1.05,0.56,,,-0.824,4.06,0.009,0.72000,8.2000,6.29,-6.70,14.1570000
K2-34 b,K2-34,1,1,0,2.99563300,0.042600,13.960,1.245,539.67534,1.69800,Mass,0.000000,,1559,0,F,6071.00,1.44,1.15,0.030,[Fe/H],0.400,4.18,2.880,0.67500,6.3100,,46.31,11.4357000
K2-35 b,K2-35,1,2,0,2.39996400,0.031000,1.320,0.118,2.30000,0.00724,M-R relationship,0.130000,211.00,979,0,K4 V,4402.71,0.62,0.70,0.040,[Fe/H],-0.719,4.70,,2.02725,3.0000,,,13.9152000
K2-35 c,K2-35,1,2,0,5.60835200,0.055000,1.930,0.172,4.38000,0.01380,M-R relationship,0.120000,68.00,766,0,K4 V,4402.71,0.62,0.70,0.040,[Fe/H],-0.719,4.70,,2.02725,3.0000,,,13.9152000
K2-36 b,K2-36,1,2,0,1.42261400,0.022300,1.430,0.128,3.90000,0.01227,Mass,0.000000,529.00,1224,0,K2 V,4916.00,0.72,0.79,-0.090,[Fe/H],-0.570,4.62,1.400,2.99000,2.0000,16.90,13.25,11.5270000
K2-36 c,K2-36,1,2,0,5.34088800,0.054000,3.200,0.285,7.80000,0.02454,Mass,0.000000,90.00,788,0,K2 V,4916.00,0.72,0.79,-0.090,[Fe/H],-0.570,4.62,1.400,2.99000,2.0000,16.90,13.25,11.5270000
K2-37 b,K2-37,1,3,0,4.44117000,0.051100,1.610,0.144,3.22000,0.01010,M-R relationship,,213.30,974,0,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.469,4.52,,1.80561,2.0000,,-0.63,12.2573000
K2-37 c,K2-37,1,3,0,6.42904000,0.065400,2.750,0.245,8.00000,0.02520,M-R relationship,,130.30,861,0,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.408,4.52,,1.80561,2.0000,,-0.63,12.2573000
K2-37 d,K2-37,1,3,0,14.09189000,0.110300,2.730,0.244,7.90000,0.02490,M-R relationship,,45.70,663,0,G3 V,5413.00,0.85,0.90,-0.030,[Fe/H],-0.469,4.52,,1.80561,2.0000,,-0.63,12.2573000
K2-38 b,K2-38,1,2,0,4.01593000,0.050730,1.906,0.170,19.06980,0.06000,Mass,,465.90,1184,0,G2 V,5757.00,1.38,2.24,0.280,[Fe/H],0.000,4.35,,1.21000,2.0000,,-35.33,11.1840000
K2-38 c,K2-38,1,2,0,10.56103000,0.096400,2.420,0.216,9.90000,0.03115,Mass,,128.30,858,0,G2 V,5757.00,1.10,1.07,0.280,[Fe/H],0.000,4.35,,0.90362,2.0000,,-35.33,11.1840000
K2-39 b,K2-39,1,1,0,4.60543000,0.057080,6.277,0.560,28.60470,0.09000,Mass,0.000000,1356.00,1670,0,,4881.00,2.97,0.66,0.320,[Fe/H],0.674,3.44,3.090,0.04000,2.0100,,24.35,10.5959000
K2-4 b,K2-4,1,1,0,10.00341700,0.078000,2.100,0.187,5.06000,0.01590,M-R relationship,0.080000,15.60,563,0,,4014.73,0.57,0.64,-0.120,[Fe/H],-0.915,4.85,,2.81523,,,,14.3403000
K2-42 b,K2-42,1,1,0,6.68796000,0.061700,2.150,0.192,5.27000,0.01660,M-R relationship,,44.10,,0,,4613.00,0.64,0.70,,,-0.703,4.66,,2.58259,,,,14.6336000
K2-43 b,K2-43,1,2,0,3.47114900,0.037840,4.510,0.402,18.50000,0.05830,M-R relationship,0.070000,49.00,939,0,,3840.60,0.54,0.57,,,-1.273,4.68,,4.39884,,,,14.8215000
K2-43 c,K2-43,1,2,0,2.19888400,,2.420,0.216,6.44000,0.02030,M-R relationship,,,1094,0,,3840.60,0.54,0.57,,,-1.212,4.68,,4.39884,,,,14.8215000
K2-44 b,K2-44,1,1,0,5.65700000,0.060000,2.433,0.217,6.50000,0.02040,M-R relationship,,646.00,1211,0,,5912.00,1.58,1.15,0.000,[Fe/H],0.430,4.10,,0.32177,,,47.46,12.0238000
K2-45 b,K2-45,1,1,0,1.72926840,0.022400,6.710,0.599,36.40000,0.11400,M-R relationship,0.100000,100.00,,0,,4103.00,0.45,0.50,,,-0.712,4.82,,2.12887,,,,15.3442000
K2-46 b,K2-46,1,1,0,19.15410000,0.138210,2.050,0.183,4.86000,0.01530,M-R relationship,,119.00,889,0,,6256.00,1.29,0.96,-0.320,[Fe/H],0.413,4.20,,0.60110,,,,11.9153000
K2-47 b,K2-47,1,1,0,31.63720000,0.177900,1.890,0.169,4.23000,0.01330,M-R relationship,,10.70,,0,,5054.00,0.76,0.75,-0.224,[M/H],-0.482,4.54,,2.04062,,,,13.7404000
K2-48 b,K2-48,1,1,0,20.50650000,0.134400,2.240,0.200,5.65000,0.01780,M-R relationship,,15.30,,0,,4899.00,0.73,0.77,-0.190,[M/H],-0.657,4.60,,2.69260,,,,13.9677000
K2-49 b,K2-49,1,1,0,2.77065000,0.030900,1.930,0.172,4.38000,0.01380,M-R relationship,,59.00,,0,,4175.00,0.45,0.51,,,-0.774,4.81,,2.53526,,,,15.2444000
K2-5 b,K2-5,1,2,0,5.73594000,0.053200,1.910,0.170,4.31000,0.01360,M-R relationship,,24.10,565,0,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],-1.083,4.71,,4.40480,,,,14.3390000
K2-5 c,K2-5,1,2,0,10.93241000,0.081800,2.260,0.202,5.73000,0.01800,M-R relationship,,10.20,456,0,K7.5 V,3930.00,0.57,0.61,-0.330,[Fe/H],-1.083,4.71,,4.40480,,,,14.3390000
K2-50 b,K2-50,1,2,0,8.75290000,0.070500,1.590,0.142,3.15000,0.00993,M-R relationship,,18.80,,0,,4326.00,0.55,0.61,-0.113,[M/H],-0.874,4.74,,2.55179,,,,14.2575000
K2-52 b,K2-52,1,1,0,3.53505500,0.054000,18.000,1.606,45700.00000,144.00000,M-R relationship,,1124.00,2004,0,,7147.00,2.19,1.69,0.055,[Fe/H],0.027,3.98,,0.22000,,,,15.2553000
K2-53 b,K2-53,1,1,0,12.20772000,0.098000,2.600,0.232,7.27000,0.02290,M-R relationship,,52.50,665,0,,5263.00,0.81,0.85,-0.037,[Fe/H],-0.579,4.55,,2.29000,,,43.34,12.1478000
K2-54 b,K2-54,1,1,0,9.78430000,0.067100,1.150,0.103,1.60000,0.00505,M-R relationship,,6.10,,0,,3798.00,0.38,0.42,,,-1.011,4.89,,3.36086,,,,13.9449000
K2-55 b,K2-55,1,1,0,2.84925800,0.034860,3.820,0.341,14.00000,0.04400,M-R relationship,0.070000,115.00,,0,,4456.00,0.63,0.70,,,-0.784,4.67,,2.35056,,,3.95,13.0624000
K2-57 b,K2-57,1,1,0,9.00630000,0.074600,2.100,0.187,5.06000,0.01590,M-R relationship,,24.10,,0,,4434.00,0.62,0.68,,,-0.830,4.68,,2.98676,,,,14.1038000
K2-58 b,K2-58,1,3,0,7.05254000,0.069200,2.680,0.239,7.65000,0.02410,M-R relationship,,118.00,,0,,5413.00,0.86,0.89,0.110,[Fe/H],-0.398,4.52,,2.00934,,,6.49,12.1319000
K2-58 c,K2-58,1,3,0,2.53726000,0.035000,1.620,0.145,3.26000,0.01020,M-R relationship,,462.00,,0,,5413.00,0.86,0.89,0.110,[Fe/H],-0.412,4.52,,2.00934,,,6.49,12.1319000
K2-58 d,K2-58,1,3,0,22.88270000,0.151700,1.710,0.153,3.57000,0.01120,M-R relationship,,24.60,,0,,5413.00,0.86,0.89,0.110,[Fe/H],-0.412,4.52,,2.00934,,,6.49,12.1319000
K2-59 b,K2-59,1,2,0,20.69210000,0.135400,2.410,0.215,6.39000,0.02010,M-R relationship,,17.10,,0,,5055.00,0.73,0.77,,,-0.660,4.59,,4.00081,,,,13.9395000
K2-59 c,K2-59,1,2,0,11.29540000,0.090500,2.300,0.205,5.90000,0.01860,M-R relationship,,38.30,,0,,5055.00,0.73,0.77,,,-0.660,4.59,,4.00081,,,,13.9395000
K2-6 b,K2-6,1,1,0,30.94191000,0.189800,2.500,0.223,6.80000,0.02140,M-R relationship,,28.60,615,0,,5850.00,0.96,0.97,-0.140,[Fe/H],-0.120,4.40,,1.84715,,,7.69,12.5018000
K2-60 b,K2-60,1,1,0,3.00265000,0.045000,7.656,0.683,135.39558,0.42600,Mass,0.000000,1212.00,1400,0,G4 V,5500.00,1.12,0.97,0.010,[Fe/H],0.282,4.07,10.000,0.99000,2.2000,,-45.48,12.6108000
K2-61 b,K2-61,1,1,0,2.57302000,0.039200,2.480,0.221,6.71000,0.02110,M-R relationship,,1686.00,,0,,6293.00,1.36,1.21,0.170,[Fe/H],-0.015,4.25,,1.43264,,,-8.15,12.8575000
K2-62 b,K2-62,1,2,0,6.67202000,0.063600,2.140,0.191,5.22000,0.01640,M-R relationship,,66.00,,0,,4880.00,0.73,0.77,-0.290,[Fe/H],-0.727,4.60,,3.00696,,,4.93,12.0433000
K2-62 c,K2-62,1,2,0,16.19660000,0.114800,2.140,0.191,5.22000,0.01640,M-R relationship,,20.50,,0,,4880.00,0.73,0.77,-0.290,[Fe/H],-0.781,4.60,,3.00696,,,4.93,12.0433000
K2-63 b,K2-63,1,2,0,20.25700000,0.162700,3.220,0.287,10.50000,0.03290,M-R relationship,,188.00,,0,,6771.00,1.63,1.40,,,0.219,4.15,,0.71318,,,-10.84,12.7269000
K2-63 c,K2-63,1,2,0,25.45560000,0.189000,3.900,0.348,14.50000,0.04550,M-R relationship,,139.00,,0,,6771.00,1.63,1.40,,,0.219,4.15,,0.71318,,,-10.84,12.7269000
K2-64 b,K2-64,1,1,0,6.53044000,0.061900,2.070,0.185,4.94000,0.01550,M-R relationship,,98.00,,0,,5312.00,0.73,0.74,,,-0.234,4.58,,1.97545,,,,13.9146000
K2-65 b,K2-65,1,1,0,12.64750000,0.101400,1.580,0.141,3.12000,0.00982,M-R relationship,,45.00,,0,,5213.00,0.84,0.87,-0.340,[Fe/H],-0.328,4.53,,,,,,
K2-66 b,K2-66,1,1,0,5.06963000,0.059830,2.490,0.222,21.30000,0.06702,Mass,0.000000,840.00,1372,0,,5887.00,1.67,1.11,-0.047,[Fe/H],0.506,4.03,,0.29907,3.7000,,46.24,11.9961000
K2-68 b,K2-68,1,1,0,8.05428000,0.070800,1.580,0.141,3.12000,0.00982,M-R relationship,,41.00,,0,,4746.00,0.68,0.73,-0.210,[Fe/H],-0.673,4.63,,3.28491,,,18.73,12.6573000
K2-69 b,K2-69,1,1,0,7.06599000,0.059100,2.320,0.207,5.99000,0.01890,M-R relationship,,17.90,,0,,4127.00,0.49,0.55,,,-1.356,4.79,,5.05142,,,,15.0572000
K2-7 b,K2-7,1,1,0,28.67992000,0.181400,2.670,0.238,7.61000,0.02390,M-R relationship,,125.00,651,0,,5772.00,0.96,0.97,-0.070,[Fe/H],0.405,3.82,,0.34003,,,,13.0573000
K2-70 b,K2-70,1,1,0,13.97896000,0.111200,2.890,0.258,8.70000,0.02740,M-R relationship,,62.00,,0,,5622.00,0.93,0.94,0.060,[Fe/H],-0.429,4.48,,2.39642,,,,12.7782000
K2-71 b,K2-71,1,1,0,6.98541000,0.055900,2.150,0.192,5.27000,0.01660,M-R relationship,,13.40,,0,,4006.00,0.43,0.48,,,-1.519,4.85,,6.24198,,,,15.1887000
K2-72 b,K2-72,1,4,0,5.57721200,0.040000,1.080,0.096,1.28000,0.00403,M-R relationship,0.110000,8.50,,0,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,,14.2789000
K2-72 c,K2-72,1,4,0,15.18903400,0.078000,1.160,0.103,1.65000,0.00521,M-R relationship,0.110000,2.20,,0,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,,14.2789000
K2-72 d,K2-72,1,4,0,7.76017800,0.050000,1.010,0.090,1.01000,0.00317,M-R relationship,0.110000,5.40,,0,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,,14.2789000
K2-72 e,K2-72,1,4,0,24.15886800,0.106000,1.290,0.115,2.21000,0.00696,M-R relationship,0.110000,1.20,,0,,3360.47,0.33,0.27,,,-1.837,4.90,,12.29770,,,,14.2789000
K2-73 b,K2-73,1,1,0,7.49543000,0.076190,2.450,0.219,6.57000,0.02070,M-R relationship,,213.00,,0,,5922.00,1.06,1.05,0.090,[Fe/H],0.076,4.41,,1.26589,,,-38.41,11.7146000
K2-74 b,K2-74,1,1,0,19.56660000,0.140200,2.310,0.206,5.95000,0.01870,M-R relationship,,59.10,,0,,6060.00,0.98,0.96,-0.210,[Fe/H],0.060,4.44,,1.46962,,,28.65,12.4364000
K2-75 b,K2-75,1,2,0,7.81420000,0.081000,2.670,0.238,7.61000,0.02390,M-R relationship,,430.00,,0,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37,12.5886000
K2-75 c,K2-75,1,2,0,18.31100000,0.142900,2.770,0.247,8.10000,0.02550,M-R relationship,,138.00,,0,,5995.00,1.56,1.16,0.300,[Fe/H],0.349,4.12,,0.45516,,,4.37,12.5886000
K2-77 b,K2-77,1,1,0,8.19979600,0.076000,2.300,0.205,603.87700,1.90000,Mass,0.140000,58.00,,0,,4970.00,0.76,0.80,0.290,[Fe/H],-0.500,4.47,0.850,2.50000,4.0000,19.80,7.35,11.9202000
K2-79 b,K2-79,1,1,0,10.99573000,0.098700,3.690,0.329,13.20000,0.04150,M-R relationship,,186.00,,0,,5926.00,1.28,1.06,0.200,[Fe/H],0.018,4.25,,0.54023,,,-10.63,11.8031000
K2-8 b,K2-8,1,2,0,10.35239000,0.085600,3.580,0.319,12.50000,0.03940,M-R relationship,,37.70,631,0,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],-0.553,4.52,,2.36326,2.0000,,,14.3358000
K2-8 c,K2-8,1,2,0,5.06416000,0.053200,2.410,0.215,6.39000,0.02010,M-R relationship,,97.80,801,0,K3 V,4870.00,0.74,0.78,-0.020,[Fe/H],-0.583,4.52,,2.36326,2.0000,,,14.3358000
K2-80 b,K2-80,1,3,0,19.09180000,0.135000,2.010,0.179,4.70000,0.01480,M-R relationship,,32.50,,0,,5441.00,0.87,0.90,0.070,[Fe/H],-0.432,4.52,,1.90744,,,16.78,12.3770000
K2-80 c,K2-80,1,3,0,5.60500000,0.059600,1.470,0.131,2.76000,0.00869,M-R relationship,,166.00,,0,,5441.00,0.87,0.90,0.070,[Fe/H],-0.432,4.52,,1.90744,,,16.78,12.3770000
K2-80 d,K2-80,1,3,0,28.86725300,,2.552,0.228,7.04000,0.02220,M-R relationship,,,,0,,5377.00,0.84,0.91,0.070,[Fe/H],-0.432,4.65,,1.90744,,,16.78,12.3770000
K2-81 b,K2-81,1,1,0,6.10232500,0.059000,1.970,0.176,4.54000,0.01430,M-R relationship,0.060000,62.90,,0,,4674.13,0.63,0.75,,,-0.569,4.67,,2.51722,,,,13.9043000
K2-83 b,K2-83,1,2,0,2.74697000,0.030140,1.244,0.111,2.08000,0.00654,M-R relationship,0.070000,41.50,,0,,3910.00,0.42,0.48,,,-1.204,4.86,,4.40180,,,,13.8042000
K2-83 c,K2-83,1,2,0,9.99767000,0.071310,1.483,0.132,2.80000,0.00882,M-R relationship,0.060000,7.42,,0,,3910.00,0.42,0.48,,,-1.204,4.86,,4.40180,,,,13.8042000
K2-84 b,K2-84,1,2,0,6.42150000,0.066500,2.410,0.215,6.39000,0.02010,M-R relationship,,178.00,,0,,5652.00,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,,7.64,13.1474000
K2-84 c,K2-84,1,2,0,27.86000000,0.176800,2.030,0.181,4.78000,0.01500,M-R relationship,,25.30,,0,,5652.00,0.93,0.95,0.278,[M/H],-0.423,4.48,,2.29121,,,7.64,13.1474000
K2-85 b,K2-85,1,1,0,0.68453300,0.012630,1.010,0.090,1.01000,0.00317,M-R relationship,0.240000,479.00,,0,,4268.00,0.51,0.57,-0.140,[Fe/H],-0.812,4.78,,2.35191,,,-3.94,12.0600000
K2-86 b,K2-86,1,1,0,8.77683000,0.077000,1.960,0.175,4.50000,0.01420,M-R relationship,,78.00,,0,,5482.00,0.76,0.79,-0.350,[Fe/H],-0.386,4.58,,2.16081,,,122.52,12.7978000
K2-87 b,K2-87,1,1,0,9.72661800,0.094000,7.600,0.678,44.90000,0.14100,M-R relationship,,85.00,979,0,,5747.00,1.40,1.16,0.328,[Fe/H],-0.098,4.21,,0.59000,,,,13.7078000
K2-88 b,K2-88,1,1,0,4.61220000,0.034500,1.230,0.110,2.04000,0.00642,M-R relationship,0.260000,7.80,,0,,3537.00,0.26,0.26,,,-1.545,5.02,,7.18129,,,,14.5451000
K2-89 b,K2-89,1,1,0,1.09602600,0.014620,0.615,0.055,0.17000,0.00053,M-R relationship,0.150000,78.00,,0,,3691.00,0.32,0.35,,,-1.327,4.96,,4.89287,,,15.33,13.3216000
K2-9 b,K2-9,1,1,0,18.44980000,0.091000,2.250,0.201,5.69000,0.01790,M-R relationship,,1.36,314,0,M2.5 V,3390.00,0.31,0.30,-0.250,[Fe/H],-1.921,4.82,1.000,9.88000,,,-31.02,14.8665000
K2-90 b,K2-90,1,2,0,13.73331400,0.096000,2.600,0.232,7.27000,0.02290,M-R relationship,0.070000,10.20,502,0,,4484.00,0.62,0.63,-0.225,[Fe/H],-0.953,4.65,,3.74000,,,19.16,13.2292000
K2-90 c,K2-90,1,2,0,2.90070600,0.035000,1.300,0.116,2.24000,0.00705,M-R relationship,0.190000,80.80,,0,,4421.98,0.63,0.70,-0.038,[M/H],-0.953,4.79,,3.30792,,,19.16,13.2292000
K2-91 b,K2-91,1,1,0,1.41954900,0.016400,1.100,0.098,1.37000,0.00430,M-R relationship,0.090000,46.00,,0,,3622.00,0.28,0.29,,,-1.841,5.00,,10.36688,,,,14.3219000
K2-95 b,K2-95,1,1,0,10.13401600,0.069600,3.880,0.346,14.30000,0.04510,M-R relationship,0.160000,,383,0,M3.0,3548.00,0.42,0.44,-0.030,[Fe/H],-1.635,4.84,0.790,1.12000,2.6000,23.90,35.85,16.0836000
K2-97 b,K2-97,1,1,0,8.40672600,0.086000,10.610,0.947,152.55840,0.48000,Mass,0.220000,,1499,0,,4717.00,4.47,1.20,0.330,[Fe/H],0.919,3.22,7.800,0.27900,2.8000,,17.09,12.3059000
K2-98 b,K2-98,1,1,0,10.13644800,0.097400,5.200,0.464,32.20000,0.10131,Mass,0.000000,,1092,0,F8 V,6172.00,1.57,1.20,-0.060,[Fe/H],0.504,4.13,5.200,0.63300,6.1000,,76.75,12.0398000
K2-99 b,K2-99,1,1,0,18.25198500,0.159700,11.730,1.046,308.29510,0.97000,Mass,0.190000,,1113,0,G0 IV,6217.00,2.63,1.63,0.210,[Fe/H],0.961,3.81,2.400,0.09900,9.3000,,-2.08,10.9485000
KELT-1 b,KELT-1,1,1,0,1.21751400,0.024660,12.442,1.110,8654.15000,27.23000,Mass,0.009900,,,0,,6518.00,1.46,1.32,0.131,[M/H],0.542,4.25,,0.62059,56.0000,,-14.20,10.5905000
KELT-10 b,KELT-10,1,1,0,4.16627390,0.052500,15.681,1.399,215.80657,0.67900,Mass,,600.00,1377,0,G0 V,5948.00,1.21,1.11,0.090,[Fe/H],0.217,4.32,4.500,0.88900,,,31.61,10.7009000
KELT-11 b,KELT-11,1,1,0,4.73610000,0.062290,15.132,1.350,54.34893,0.17100,Mass,0.000700,1433.00,1712,0,G8/K0 IV,5375.00,2.69,1.44,0.170,[Fe/H],0.744,3.70,,0.10400,2.6600,,35.00,7.8311200
KELT-12 b,KELT-12,1,1,0,5.03162300,0.067080,19.952,1.780,301.93850,0.95000,Mass,0.000000,1749.00,1800,0,,6279.00,2.37,1.59,0.190,[Fe/H],0.892,3.89,2.200,0.16800,,,-23.60,10.4842000
KELT-14 b,KELT-14,1,1,0,1.71005660,0.030050,19.537,1.743,408.09372,1.28400,Mass,0.000000,,1970,0,G4,5720.00,1.52,1.24,0.320,[Fe/H],0.279,4.17,5.110,0.49500,3.3000,,34.59,10.8384000
